timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1480499950.78,0.066699,0.430007,3.123901,0.595644,-0.006364,-0.231527,0.060582,-0.416878,-0.906942,-0.064961,0.001747,-0.096736,-9.368753,-30.933640,10.859944,,,,,,
1480499950.80,0.068529,0.437322,3.121150,0.723243,0.076627,-0.172700,0.062031,-0.423515,-0.903763,-0.038060,0.021538,-0.156983,-9.368753,-30.933640,10.859944,,,,,,
1480499950.81,0.070017,0.445157,3.118935,0.741849,0.036273,-0.123381,0.063142,-0.430599,-0.900332,-0.015259,0.023388,-0.175275,-9.274474,-30.902189,11.029083,,,,,,
1480499950.82,0.070523,0.452465,3.117158,0.670486,-0.042320,-0.094294,0.063374,-0.437183,-0.897137,-0.012517,0.039036,-0.123844,-9.274474,-30.902189,11.029083,,,,,,
1480499950.83,0.070443,0.458716,3.115923,0.566128,-0.063943,-0.051195,0.063109,-0.442798,-0.894398,-0.027403,0.034243,-0.090999,-9.199186,-30.752697,11.499933,,,,,,
1480499950.84,0.069824,0.464162,3.115043,0.495720,-0.107867,-0.032083,0.062386,-0.447673,-0.892018,-0.043755,0.024776,-0.058604,-9.199186,-30.752697,11.499933,,,,,,
1480499950.85,0.044898,0.459370,3.125024,0.400891,-0.207085,0.009439,0.040230,-0.443383,-0.895429,-0.035485,0.012353,-0.010180,-9.147185,-30.624590,11.877096,,,,,,
1480499950.86,0.041802,0.462601,3.125493,0.262232,-0.280539,0.066614,0.037398,-0.446277,-0.894113,-0.061720,0.013126,0.002939,-9.147185,-30.624590,11.877096,,,,,,
1480499950.87,0.038531,0.464215,3.126664,0.107560,-0.241841,0.114283,0.034445,-0.447721,-0.893510,-0.055014,0.011442,-0.008224,-9.150993,-30.564848,12.027107,,,,,,
1480499950.88,0.035915,0.464279,3.128468,-0.030393,-0.144352,0.163511,0.032106,-0.447778,-0.893568,-0.035906,-0.000220,-0.014925,-9.151794,-30.535727,12.100248,,,,,,
1480499950.89,0.026189,0.469214,3.134136,-0.071010,-0.067170,0.173782,0.023356,-0.452186,-0.891618,-0.018763,-0.015740,0.002122,-9.151794,-30.535727,12.100248,,,,,,
1480499950.90,0.020738,0.479349,3.137819,-0.027597,-0.018844,0.125880,0.018399,-0.461202,-0.887104,-0.016294,-0.027568,0.024006,-9.250287,-30.414478,12.328574,,,,,,
1480499950.91,0.020328,0.479479,3.138850,0.018467,0.007997,0.074905,0.018034,-0.461317,-0.887052,-0.032561,-0.030886,0.027342,-9.250287,-30.414478,12.328574,,,,,,
1480499950.92,0.020140,0.479683,3.139539,0.017295,0.017526,0.055672,0.017866,-0.461498,-0.886961,-0.058164,-0.025379,0.008253,-9.338344,-30.246241,12.671314,,,,,,
1480499950.93,0.020118,0.479721,3.140418,-0.005511,0.039971,0.081942,0.017846,-0.461531,-0.886944,-0.080178,0.006530,-0.021060,-9.338344,-30.246241,12.671314,,,,,,
1480499950.95,0.019800,0.479505,-3.141489,-0.026602,0.017015,0.109912,0.017566,-0.461340,-0.887050,-0.092365,0.032614,-0.037419,-9.387053,-30.230463,12.672976,,,,,,
1480499950.96,0.019259,0.479276,-3.140531,-0.018372,-0.017593,0.063589,0.017088,-0.461137,-0.887165,-0.076964,0.014604,-0.017605,-9.387053,-30.230463,12.672976,,,,,,
1480499950.97,0.006666,0.476074,-3.134936,0.033552,-0.046899,-0.020275,0.005925,-0.458293,-0.888781,-0.049077,0.002346,-0.021055,-9.448944,-30.217987,12.656723,,,,,,
1480499950.98,0.006450,0.476839,-3.135772,0.082590,-0.057088,-0.081617,0.005731,-0.458973,-0.888432,-0.052117,0.010517,-0.046200,-9.448944,-30.217987,12.656723,,,,,,
1480499950.99,0.006296,0.477956,-3.136815,0.111149,-0.060305,-0.080656,0.005591,-0.459965,-0.887919,-0.078085,0.043186,-0.068074,-9.441110,-30.209944,12.681752,,,,,,
1480499951.00,0.006007,0.479080,-3.137700,0.102449,-0.068773,-0.068517,0.005331,-0.460963,-0.887403,-0.102865,0.062129,-0.080339,-9.405284,-30.204346,12.721637,,,,,,
1480499951.01,-0.012084,0.466904,-3.130474,0.096536,-0.104708,-0.058467,-0.010791,-0.450124,-0.892901,-0.087552,0.038930,-0.065672,-9.405284,-30.204346,12.721637,,,,,,
1480499951.02,-0.013362,0.467919,-3.130990,0.095648,-0.152518,-0.039972,-0.011925,-0.451030,-0.892429,-0.050880,0.019481,-0.052914,-9.381389,-30.290354,12.533396,,,,,,
1480499951.03,-0.015289,0.468956,-3.131311,0.098561,-0.203869,-0.026255,-0.013638,-0.451956,-0.891936,-0.018344,0.011618,-0.029405,-9.381389,-30.290354,12.533396,,,,,,
1480499951.04,-0.017273,0.469832,-3.131723,0.075009,-0.195817,-0.038083,-0.015401,-0.452736,-0.891511,-0.016627,0.011910,-0.003890,-9.312853,-30.271906,12.628711,,,,,,
1480499951.05,-0.020926,0.469759,-3.131184,0.037116,-0.132951,-0.038441,-0.018658,-0.452672,-0.891482,-0.012409,0.007146,0.007006,-9.312853,-30.271906,12.628711,,,,,,
1480499951.06,-0.021530,0.469680,-3.131408,-0.021134,-0.047603,-0.008967,-0.019197,-0.452601,-0.891507,-0.014418,0.005122,0.015866,-9.245160,-30.260801,12.704840,,,,,,
1480499951.07,-0.021772,0.469223,-3.131156,-0.046830,0.001118,0.031380,-0.019418,-0.452193,-0.891709,-0.023948,0.005508,0.045807,-9.245160,-30.260801,12.704840,,,,,,
1480499951.08,-0.021740,0.468985,-3.130598,-0.011337,0.032672,0.047424,-0.019391,-0.451981,-0.891817,-0.033831,0.004441,0.093812,-9.235688,-30.267263,12.696326,,,,,,
1480499951.09,-0.021522,0.469164,-3.130030,0.024506,0.047476,0.044522,-0.019195,-0.452140,-0.891740,-0.033768,-0.003609,0.083406,-9.235688,-30.267263,12.696326,,,,,,
1480499951.11,-0.025535,0.474013,-3.127706,0.050781,0.048978,0.017946,-0.022717,-0.456461,-0.889454,-0.027103,0.000238,0.057453,-9.275750,-30.258434,12.688167,,,,,,
1480499951.12,-0.025295,0.474857,-3.127803,0.087606,0.002792,-0.021340,-0.022494,-0.457211,-0.889074,-0.035001,0.013898,0.025869,-9.297081,-30.177710,12.863596,,,,,,
1480499951.13,-0.025763,0.476073,-3.128456,0.122595,-0.094830,-0.070783,-0.022895,-0.458293,-0.888506,-0.038781,0.033702,0.009768,-9.297081,-30.177710,12.863596,,,,,,
1480499951.14,-0.026997,0.477714,-3.129585,0.158646,-0.187642,-0.105940,-0.023971,-0.459750,-0.887725,-0.045746,0.036761,-0.011964,-9.267993,-30.158051,12.930509,,,,,,
1480499951.15,-0.034725,0.473343,-3.128182,0.180466,-0.259083,-0.101735,-0.030901,-0.455865,-0.889513,-0.043272,0.029626,-0.040434,-9.267993,-30.158051,12.930509,,,,,,
1480499951.16,-0.037329,0.475312,-3.129107,0.179259,-0.284175,-0.075125,-0.033183,-0.457616,-0.888530,-0.029851,0.039068,-0.057881,-9.163568,-30.190233,12.929841,,,,,,
1480499951.17,-0.039715,0.477017,-3.129646,0.147324,-0.227173,-0.040793,-0.035272,-0.459131,-0.887668,-0.019781,0.038370,-0.065808,-9.163568,-30.190233,12.929841,,,,,,
1480499951.18,-0.041279,0.478084,-3.129805,0.080217,-0.127592,-0.009006,-0.036640,-0.460079,-0.887122,-0.009487,0.025249,-0.059686,-9.046563,-30.156189,13.090679,,,,,,
1480499951.19,-0.042625,0.474633,-3.129229,-0.010649,-0.013968,0.026436,-0.037902,-0.457012,-0.888653,-0.008287,0.011440,-0.038425,-9.046563,-30.156189,13.090679,,,,,,
1480499951.20,-0.042281,0.473839,-3.128593,-0.088959,0.083085,0.065534,-0.037611,-0.456306,-0.889028,-0.019823,0.000739,-0.007823,-9.025149,-30.182892,13.043835,,,,,,
1480499951.21,-0.041309,0.472439,-3.127649,-0.139421,0.142227,0.088058,-0.036773,-0.455060,-0.889701,-0.034256,-0.012393,0.035163,-9.025149,-30.182892,13.043835,,,,,,
1480499951.22,-0.040239,0.470704,-3.126776,-0.163990,0.132332,0.072859,-0.035853,-0.453514,-0.890528,-0.023000,-0.022072,0.061899,-9.096822,-30.197052,12.961004,,,,,,
1480499951.23,-0.039259,0.469001,-3.126533,-0.153016,0.086984,0.009890,-0.035011,-0.451995,-0.891333,-0.025475,-0.022950,0.043784,-9.141422,-30.211323,12.896212,,,,,,
1480499951.24,-0.038854,0.467662,-3.126819,-0.113418,0.008565,-0.023074,-0.034674,-0.450800,-0.891951,-0.026468,-0.015081,0.010878,-9.141422,-30.211323,12.896212,,,,,,
1480499951.26,-0.042504,0.465278,-3.125553,-0.059411,-0.066036,-0.007183,-0.037974,-0.448672,-0.892890,-0.029943,0.004061,-0.021326,-9.161406,-30.249641,12.791781,,,,,,
1480499951.27,-0.043516,0.464970,-3.125546,-0.020644,-0.102585,0.002435,-0.038884,-0.448396,-0.892989,-0.030696,0.027116,-0.044862,-9.161406,-30.249641,12.791781,,,,,,
1480499951.28,-0.044642,0.464865,-3.125723,-0.006624,-0.115580,-0.023860,-0.039891,-0.448302,-0.892992,-0.002025,0.032271,-0.063002,-9.146914,-30.271978,12.749243,,,,,,
1480499951.29,-0.045621,0.464867,-3.126310,-0.001374,-0.115545,-0.056200,-0.040766,-0.448304,-0.892951,0.027261,0.017151,-0.063576,-9.146914,-30.271978,12.749243,,,,,,
1480499951.30,-0.043494,0.461737,-3.128302,-0.020352,-0.070374,-0.069693,-0.038927,-0.445504,-0.894433,0.024309,0.007958,-0.046210,-9.095198,-30.279858,12.767519,,,,,,
1480499951.31,-0.043096,0.461404,-3.129281,-0.038558,0.017839,-0.082491,-0.038578,-0.445206,-0.894597,0.014896,0.019669,-0.021678,-9.095198,-30.279858,12.767519,,,,,,
1480499951.32,-0.041815,0.460890,-3.130284,-0.054337,0.100118,-0.082088,-0.037441,-0.444745,-0.894874,0.002468,0.025449,-0.007180,-9.034557,-30.347990,12.648248,,,,,,
1480499951.33,-0.039660,0.460170,-3.131247,-0.077571,0.177528,-0.074383,-0.035525,-0.444100,-0.895272,-0.008878,0.018457,0.015039,-9.018525,-30.362869,12.623955,,,,,,
1480499951.34,-0.037214,0.459132,-3.132186,-0.107510,0.192682,-0.074272,-0.033352,-0.443170,-0.895817,-0.013386,0.005914,0.043324,-9.018525,-30.362869,12.623955,,,,,,
1480499951.35,-0.034711,0.459678,-3.133041,-0.131009,0.166104,-0.049825,-0.031102,-0.443659,-0.895656,0.004674,0.005290,0.052455,-9.016154,-30.400549,12.534649,,,,,,
1480499951.36,-0.033116,0.458086,-3.133489,-0.155489,0.117994,-0.028710,-0.029696,-0.442232,-0.896409,0.021777,0.004046,0.055436,-9.016154,-30.400549,12.534649,,,,,,
1480499951.37,-0.031893,0.456254,-3.133971,-0.176177,0.090221,-0.040154,-0.028626,-0.440588,-0.897253,0.042648,0.000906,0.046591,-9.025777,-30.424332,12.469856,,,,,,
1480499951.38,-0.030614,0.454507,-3.134959,-0.158126,0.071273,-0.093925,-0.027502,-0.439019,-0.898057,0.056234,-0.004584,0.037034,-9.025777,-30.424332,12.469856,,,,,,
1480499951.39,-0.024923,0.455411,-3.138615,-0.070475,0.052017,-0.161514,-0.022380,-0.439832,-0.897801,0.047069,-0.007113,0.032491,-9.012095,-30.480099,12.342918,,,,,,
1480499951.41,-0.023401,0.455680,-3.140926,0.052773,0.046391,-0.203284,-0.021012,-0.440073,-0.897716,0.013230,0.002253,0.018703,-9.012095,-30.480099,12.342918,,,,,,
1480499951.42,-0.021808,0.457085,3.139792,0.147060,0.048799,-0.206600,-0.019567,-0.441334,-0.897129,-0.026072,0.013310,-0.011333,-8.904357,-30.515694,12.333154,,,,,,
1480499951.43,-0.020460,0.458895,3.137917,0.163865,0.047884,-0.142169,-0.018342,-0.442958,-0.896355,-0.037017,0.029124,-0.040184,-8.904357,-30.515694,12.333154,,,,,,
1480499951.44,-0.021210,0.455450,3.137793,0.110730,0.080746,-0.066694,-0.019047,-0.439866,-0.897861,-0.025921,0.040010,-0.055859,-8.796033,-30.512064,12.419569,,,,,,
1480499951.45,-0.020028,0.455897,3.137498,0.017053,0.097521,-0.015765,-0.017981,-0.440268,-0.897686,0.002707,0.036902,-0.048527,-8.796033,-30.512064,12.419569,,,,,,
1480499951.46,-0.019219,0.455278,3.137267,-0.082786,0.047210,-0.027394,-0.017261,-0.439712,-0.897973,0.024646,0.005966,-0.029166,-8.789476,-30.552013,12.325642,,,,,,
1480499951.47,-0.018875,0.453754,3.136375,-0.159736,-0.018390,-0.083315,-0.016964,-0.438343,-0.898648,0.035183,-0.019543,0.006405,-8.792206,-30.561403,12.300388,,,,,,
1480499951.48,-0.019036,0.451735,3.135378,-0.198965,-0.071481,-0.071569,-0.017126,-0.436527,-0.899528,0.026845,-0.024853,0.029915,-8.792206,-30.561403,12.300388,,,,,,
1480499951.49,-0.020166,0.449391,3.134934,-0.225949,-0.142307,-0.020271,-0.018162,-0.434417,-0.900529,-0.010570,0.012038,0.032975,-8.734444,-30.619482,12.196668,,,,,,
1480499951.50,-0.023071,0.446258,3.135358,-0.234595,-0.163915,0.001587,-0.020810,-0.431593,-0.901828,-0.012958,0.019118,0.025226,-8.734444,-30.619482,12.196668,,,,,,
1480499951.51,-0.024511,0.444056,3.135382,-0.190418,-0.120310,0.003059,-0.022131,-0.429606,-0.902745,0.006979,0.001490,0.002172,-8.688386,-30.685053,12.064054,,,,,,
1480499951.52,-0.025187,0.442778,3.135114,-0.091613,-0.054515,-0.027338,-0.022756,-0.428451,-0.903278,0.016012,-0.006897,-0.013439,-8.688386,-30.685053,12.064054,,,,,,
1480499951.53,-0.024838,0.442515,3.134555,-0.006698,0.029038,-0.051827,-0.022443,-0.428214,-0.903399,0.005124,0.004538,-0.016828,-8.657504,-30.728121,11.976315,,,,,,
1480499951.54,-0.024695,0.441029,3.134326,0.038585,0.086999,-0.052921,-0.022330,-0.426870,-0.904037,-0.013559,0.015081,-0.024796,-8.657504,-30.728121,11.976315,,,,,,
1480499951.55,-0.023408,0.441646,3.133917,0.062969,0.105271,-0.027051,-0.021160,-0.427428,-0.903802,-0.034519,0.037032,-0.031318,-8.638791,-30.755011,11.920677,,,,,,
1480499951.57,-0.022645,0.442461,3.133918,0.078092,0.056487,0.005654,-0.020462,-0.428165,-0.903469,-0.035141,0.048907,-0.027409,-8.638791,-30.755011,11.920677,,,,,,
1480499951.58,-0.022653,0.443427,3.134008,0.093717,-0.011451,0.005089,-0.020460,-0.429037,-0.903055,-0.010744,0.041022,-0.025732,-8.648795,-30.741512,11.948209,,,,,,
1480499951.59,-0.021801,0.441805,3.133402,0.127659,-0.031359,-0.021316,-0.019706,-0.427572,-0.903767,0.013038,0.029088,-0.032925,-8.650985,-30.729424,11.977683,,,,,,
1480499951.60,-0.021934,0.443403,3.132874,0.152840,-0.035852,-0.057382,-0.019811,-0.429016,-0.903080,0.029638,0.019012,-0.047177,-8.650985,-30.729424,11.977683,,,,,,
1480499951.61,-0.021740,0.444840,3.131657,0.117388,-0.030398,-0.122884,-0.019622,-0.430314,-0.902466,0.020004,0.017914,-0.055954,-8.622343,-30.738817,11.974230,,,,,,
1480499951.62,-0.021548,0.445319,3.129510,0.010764,-0.085646,-0.202560,-0.019445,-0.430745,-0.902264,0.003423,0.022512,-0.041019,-8.622343,-30.738817,11.974230,,,,,,
1480499951.63,-0.021965,0.444345,3.126696,-0.131841,-0.173594,-0.242052,-0.019830,-0.429867,-0.902675,-0.015616,0.025295,0.006343,-8.514964,-30.742992,12.040169,,,,,,
1480499951.64,-0.023087,0.442082,3.124211,-0.237422,-0.210757,-0.182021,-0.020865,-0.427823,-0.903622,-0.024560,0.026776,0.039242,-8.514964,-30.742992,12.040169,,,,,,
1480499951.65,-0.026208,0.439699,3.123763,-0.267451,-0.183516,-0.046906,-0.023712,-0.425667,-0.904569,-0.017822,0.021416,0.065107,-8.324126,-30.822790,11.969395,,,,,,
1480499951.66,-0.027510,0.437009,3.124338,-0.238886,-0.064671,0.084209,-0.024921,-0.423232,-0.905679,0.005482,0.003752,0.079873,-8.324126,-30.822790,11.969395,,,,,,
1480499951.67,-0.028087,0.434904,3.125916,-0.175957,0.025864,0.151937,-0.025469,-0.421323,-0.906553,0.034563,-0.032153,0.073484,-8.279592,-30.881140,11.849283,,,,,,
1480499951.68,-0.028224,0.433620,3.127755,-0.095853,0.072325,0.155426,-0.025609,-0.420158,-0.907089,0.050038,-0.057823,0.053589,-8.279592,-30.881140,11.849283,,,,,,
1480499951.69,-0.024636,0.437111,3.127866,-0.038810,0.105302,0.118624,-0.022318,-0.423324,-0.905704,0.045511,-0.051377,0.029529,-8.386750,-30.893482,11.741255,,,,,,
1480499951.70,-0.025851,0.435521,3.130408,-0.176682,-0.092401,0.238208,-0.023435,-0.421882,-0.906348,0.031095,-0.032418,-0.010568,-8.429814,-30.852274,11.818513,,,,,,
1480499951.72,-0.028350,0.433405,3.132670,-0.185533,-0.139200,0.174249,-0.025725,-0.419964,-0.907176,0.012282,-0.009938,-0.039403,-8.429814,-30.852274,11.818513,,,,,,
1480499951.73,-0.030187,0.431981,3.133929,-0.105629,-0.120320,0.094340,-0.027410,-0.418671,-0.907724,-0.009348,0.019486,-0.052893,-8.547321,-30.856724,11.722105,,,,,,
1480499951.74,-0.032564,0.429367,3.135060,0.014790,-0.099677,0.059473,-0.029603,-0.416295,-0.908748,-0.015960,0.014119,-0.063497,-8.547321,-30.856724,11.722105,,,,,,
1480499951.75,-0.033796,0.429941,3.135901,0.062837,-0.079917,0.073141,-0.030714,-0.416817,-0.908471,0.014891,-0.028388,-0.026938,-8.580600,-30.883436,11.627064,,,,,,
1480499951.76,-0.034693,0.430408,3.136687,0.035284,-0.046812,0.062260,-0.031522,-0.417241,-0.908249,0.023389,0.034887,-0.051041,-8.580600,-30.883436,11.627064,,,,,,
1480499951.77,-0.035492,0.430491,3.137531,0.004123,-0.041227,0.072060,-0.032247,-0.417317,-0.908188,0.014989,0.019124,-0.048400,-8.608231,-30.858337,11.673191,,,,,,
1480499951.78,-0.036210,0.430496,3.138764,0.003356,-0.011302,0.121954,-0.032899,-0.417322,-0.908163,0.008073,-0.005987,-0.042078,-8.608231,-30.858337,11.673191,,,,,,
1480499951.79,-0.037037,0.430266,3.140335,0.001141,-0.047179,0.135541,-0.033653,-0.417112,-0.908232,0.004112,-0.003191,-0.013140,-8.658739,-30.840260,11.683602,,,,,,
1480499951.80,-0.037468,0.430450,3.140897,0.026590,-0.005135,0.012832,-0.034042,-0.417280,-0.908140,0.004608,-0.008837,-0.010622,-8.658739,-30.840260,11.683602,,,,,,
1480499951.81,-0.036662,0.431111,3.139624,0.068569,0.032300,-0.149448,-0.033300,-0.417880,-0.907892,-0.004939,-0.008252,-0.026023,-8.714231,-30.823124,11.687566,,,,,,
1480499951.82,-0.034946,0.432260,3.136859,0.107744,0.058990,-0.262545,-0.031725,-0.418924,-0.907467,-0.031065,-0.012107,-0.034717,-8.681037,-30.826170,11.704222,,,,,,
1480499951.83,-0.036717,0.431816,3.135024,0.126711,0.059188,-0.303386,-0.033340,-0.418521,-0.907595,-0.063783,0.028934,-0.015058,-8.681037,-30.826170,11.704222,,,,,,
1480499951.84,-0.034916,0.433199,3.131900,0.116548,0.037593,-0.250420,-0.031684,-0.419777,-0.907074,-0.084908,0.053398,-0.010788,-8.528263,-30.855856,11.738261,,,,,,
1480499951.85,-0.033837,0.434270,3.129782,0.086199,0.014582,-0.157781,-0.030691,-0.420748,-0.906658,-0.082499,0.055895,-0.003803,-8.528263,-30.855856,11.738261,,,,,,
1480499951.87,-0.033311,0.435070,3.128946,0.069046,0.016865,-0.045226,-0.030202,-0.421474,-0.906337,-0.056788,0.039607,-0.000187,-8.386830,-30.869923,11.802999,,,,,,
1480499951.88,-0.033194,0.435741,3.129066,0.061047,0.018018,0.015830,-0.030087,-0.422082,-0.906058,-0.012302,0.017190,0.004889,-8.386830,-30.869923,11.802999,,,,,,
1480499951.89,-0.033066,0.436266,3.129167,0.042605,0.014180,0.001698,-0.029963,-0.422558,-0.905840,0.024729,-0.014011,0.009341,-8.369309,-30.858648,11.844845,,,,,,
1480499951.90,-0.030625,0.438626,3.127909,0.019678,-0.022003,-0.026373,-0.027721,-0.424696,-0.904911,0.038921,-0.027086,0.020832,-8.369309,-30.858648,11.844845,,,,,,
1480499951.91,-0.030914,0.438722,3.127279,0.001879,-0.058129,-0.064357,-0.027982,-0.424782,-0.904863,0.019498,-0.006690,0.025331,-8.358866,-30.834314,11.915388,,,,,,
1480499951.92,-0.031183,0.438862,3.126043,0.013731,-0.079545,-0.115649,-0.028223,-0.424909,-0.904796,0.019739,-0.006563,0.025264,-8.358866,-30.834314,11.915388,,,,,,
1480499951.93,-0.031367,0.439043,3.124428,0.010304,-0.083204,-0.144277,-0.028387,-0.425074,-0.904713,-0.011682,0.017374,0.033482,-8.290483,-30.846239,11.932281,,,,,,
1480499951.94,-0.031520,0.439074,3.122451,-0.006684,-0.093018,-0.175097,-0.028526,-0.425101,-0.904696,-0.028664,0.012687,0.033541,-8.290483,-30.846239,11.932281,,,,,,
1480499951.95,-0.031526,0.438954,3.120060,-0.021214,-0.095633,-0.212003,-0.028533,-0.424993,-0.904747,-0.038560,0.011205,0.027107,-8.167708,-30.871727,11.951022,,,,,,
1480499951.96,-0.031608,0.438653,3.117251,-0.037984,-0.125765,-0.242592,-0.028610,-0.424720,-0.904872,-0.055282,0.016365,0.016933,-8.167708,-30.871727,11.951022,,,,,,
1480499951.97,-0.034790,0.438559,3.115814,-0.057035,-0.104475,-0.218734,-0.031491,-0.424635,-0.904817,-0.046924,0.002363,0.017183,-7.995331,-30.916443,11.951997,,,,,,
1480499951.98,-0.035537,0.437454,3.113827,-0.122711,-0.162638,-0.156449,-0.032184,-0.423634,-0.905261,-0.043743,0.009450,0.021182,-7.909832,-30.928406,11.977901,,,,,,
1480499951.99,-0.035917,0.436129,3.111787,-0.124554,-0.093345,-0.172773,-0.032548,-0.422434,-0.905809,-0.043380,0.008250,0.021730,-7.909832,-30.928406,11.977901,,,,,,
1480499952.00,-0.037686,0.436867,3.110795,-0.043902,0.014089,-0.165203,-0.034138,-0.423103,-0.905438,-0.039638,-0.023034,0.005811,-7.765777,-30.986862,11.920951,,,,,,
1480499952.01,-0.036315,0.437036,3.109275,0.025656,0.080782,-0.116400,-0.032894,-0.423256,-0.905413,-0.040882,-0.022881,0.005785,-7.765777,-30.986862,11.920951,,,,,,
1480499952.03,-0.034699,0.437371,3.107953,0.021689,0.104637,-0.117832,-0.031426,-0.423559,-0.905323,-0.022941,-0.028238,0.030659,-7.676832,-30.994841,11.957758,,,,,,
1480499952.04,-0.032956,0.437356,3.106183,-0.016142,0.082588,-0.161469,-0.029849,-0.423546,-0.905383,-0.009046,-0.008415,0.024340,-7.676832,-30.994841,11.957758,,,,,,
1480499952.05,-0.031930,0.437111,3.104031,-0.031048,-0.010870,-0.185370,-0.028923,-0.423323,-0.905517,0.000481,-0.010026,-0.008408,-7.614208,-31.013662,11.948994,,,,,,
1480499952.06,-0.031792,0.437254,3.102137,-0.001039,-0.053493,-0.160052,-0.028796,-0.423453,-0.905460,-0.004193,-0.013574,-0.020535,-7.614208,-31.013662,11.948994,,,,,,
1480499952.07,-0.031859,0.437644,3.100442,0.040036,-0.082828,-0.139775,-0.028852,-0.423807,-0.905293,-0.024066,-0.007132,-0.011760,-7.494051,-31.043953,11.946304,,,,,,
1480499952.08,-0.032411,0.438056,3.098536,0.026147,-0.146399,-0.174792,-0.029346,-0.424180,-0.905102,-0.049847,-0.006912,-0.017398,-7.494051,-31.043953,11.946304,,,,,,
1480499952.09,-0.033393,0.438240,3.095871,0.006288,-0.202909,-0.244516,-0.030231,-0.424347,-0.904995,-0.036984,-0.011506,-0.045978,-7.366381,-31.060022,11.983879,,,,,,
1480499952.10,-0.033727,0.438478,3.092602,0.017103,-0.138257,-0.283630,-0.030531,-0.424562,-0.904884,0.007994,-0.024168,-0.060875,-7.366381,-31.060022,11.983879,,,,,,
1480499952.11,-0.033886,0.438459,3.089806,0.026998,-0.047248,-0.251280,-0.030675,-0.424545,-0.904887,-0.015437,-0.012482,-0.044210,-7.153019,-31.096178,12.019316,,,,,,
1480499952.12,-0.032930,0.438649,3.087474,0.000999,0.003891,-0.179863,-0.029807,-0.424717,-0.904835,-0.045861,0.001026,-0.015392,-7.058150,-31.115414,12.025619,,,,,,
1480499952.13,-0.032327,0.438071,3.085606,-0.085674,-0.034256,-0.152290,-0.029269,-0.424194,-0.905098,-0.041226,-0.008897,0.008339,-7.058150,-31.115414,12.025619,,,,,,
1480499952.14,-0.032625,0.436102,3.083265,-0.226634,-0.146107,-0.208268,-0.029566,-0.422409,-0.905923,-0.007986,-0.024032,0.012856,-6.937545,-31.148090,12.011195,,,,,,
1480499952.15,-0.031465,0.435420,3.079517,-0.322664,-0.171303,-0.259688,-0.028524,-0.421791,-0.906244,0.029821,-0.045082,0.015009,-6.937545,-31.148090,12.011195,,,,,,
1480499952.16,-0.032289,0.432014,3.076402,-0.318651,-0.209491,-0.246133,-0.029318,-0.418700,-0.907651,0.039739,-0.055039,0.021390,-6.747683,-31.219082,11.934809,,,,,,
1480499952.18,-0.033430,0.429535,3.073932,-0.202700,-0.198371,-0.185175,-0.030387,-0.416448,-0.908651,0.006522,-0.041590,0.032263,-6.747683,-31.219082,11.934809,,,,,,
1480499952.19,-0.034460,0.429094,3.072438,0.013026,-0.136936,-0.105412,-0.031329,-0.416047,-0.908803,-0.026745,-0.025756,0.053121,-6.544145,-31.323170,11.774340,,,,,,
1480499952.20,-0.037071,0.433097,3.072913,0.214559,-0.023091,-0.027309,-0.033640,-0.419683,-0.907047,-0.037099,-0.027094,0.033374,-6.544145,-31.323170,11.774340,,,,,,
1480499952.21,-0.036391,0.436474,3.073267,0.342800,0.114898,0.032078,-0.032972,-0.422747,-0.905648,-0.009096,-0.029875,-0.018867,-6.463073,-31.288239,11.911197,,,,,,
1480499952.22,-0.034506,0.440264,3.073909,0.349007,0.222572,0.040352,-0.031209,-0.426178,-0.904101,0.027669,-0.022003,-0.060331,-6.463073,-31.288239,11.911197,,,,,,
1480499952.23,-0.032119,0.443227,3.074050,0.246487,0.224784,-0.012515,-0.029011,-0.428857,-0.902906,0.039448,-0.016013,-0.086825,-6.519123,-31.197607,12.116610,,,,,,
1480499952.24,-0.029593,0.444801,3.073240,0.113517,0.197884,-0.093461,-0.026709,-0.430278,-0.902301,-0.005655,-0.018498,-0.008145,-6.549771,-31.161366,12.193102,,,,,,
1480499952.25,-0.029112,0.446207,3.072674,0.011066,0.185758,-0.136595,-0.026258,-0.431547,-0.901708,-0.037234,-0.004702,0.032980,-6.552088,-31.147549,12.227111,,,,,,
1480499952.27,-0.023703,0.445460,3.069226,-0.036084,0.185151,-0.134944,-0.021388,-0.430873,-0.902159,-0.064626,-0.001027,0.064131,-6.552088,-31.147549,12.227111,,,,,,
1480499952.26,-0.026376,0.445880,3.070894,-0.047073,0.182602,-0.151553,-0.023794,-0.431252,-0.901918,-0.062220,-0.000648,0.063890,-6.552088,-31.147549,12.227111,,,,,,
1480499952.28,-0.021261,0.445520,3.068035,0.018164,0.176336,-0.086325,-0.019185,-0.430927,-0.902183,-0.075924,-0.006344,0.065177,-6.489565,-31.164408,12.217496,,,,,,
